"section_name","panel_name","panel_code","first_name","last_name","member_type","titles","qualifications"
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Karel","Janda","místopředseda","prof. Ing.","M.A."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Eduard","Baumöhl","Member","doc. Ing.","Ph.D."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Martin","Branda","Member","doc. RNDr.","Ph.D."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Michal","Černý","Member","prof. RNDr. Ing.","Ph.D."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Adam","Geršl","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Petr","Houdek","Member","doc. Ing.","Ph.D."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Svatopluk","Kapounek","Member","doc. Ing.","Ph.D."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Aleš","Kresta","Member","doc. Ing.","Ph.D."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Drahomíra","Pavelková","Member","prof. Dr. Ing.","NA"
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Martin","Pělucha","Member","prof. Ing.","Ph.D."
"Společenské a humanitní vědy","Podnikové a manažerské vědy, finance, finanční ekonometrie a operační výzkum (Business and Management Science, Finance, Financial Econometrics and Operational Research","P403","Luboš","Smutka","Member","prof. Ing.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Jan","Jirák","předseda","prof. PhDr.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Hana","Hašková","místopředsedkyně","PhDr.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Martin","Hájek","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Jiří","Horák","Member","doc. Dr. Ing.","NA"
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Bernadette","Nadya","Member","doc.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Soňa","Kalenda","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Josef","Kunc","Member","doc. RNDr.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Martin","Lux","Member","doc. Ing. Mgr.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Petr","Mazouch","Member","Mgr. Ing.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Luděk","Sýkora","Member","prof. RNDr.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Anna","Šťastná","Member","PhDr. Mgr.","Ph.D."
"Společenské a humanitní vědy","Sociologie, demografie, sociální geografie a mediální studia (Sociology, Demography, Social Geography and Media Studies","P404","Lucie","Vidovićová","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Pavel","Himl","předseda","prof. Dr. phil.","NA"
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Martin","Novák","místopředseda","Mgr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Robert","Antonín","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Alžběta","Frank","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Jana","Grollová","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Ondřej","Chvojka","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","David","Kalhous","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Lumír","Poláček","Member","PhDr.","CSc."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Jaroslav","Svátek","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Ivo","Štefan","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Petr","Velemínský","Member","RNDr.","Ph.D."
"Společenské a humanitní vědy","Archeologie a starší dějiny do roku 1780 (Archeology and Pre-Modern History until 1780","P405","Ondřej","Vodička","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Petr","Dytrt","předseda","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Magda","Ševčíková","místopředsedkyně","Mgr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Martin","Bažil","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Petr","Kitzler","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Blanka","Klímová","Member","doc. PhDr.","M.A."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","František","Kratochvíl","Member","Dr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Lucie","Merhautová","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Jan","Radimský","Member","prof. PhDr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Pavel","Štěpán","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Daniela","Urbanová","Member","prof. PhDr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Ondřej","Vimr","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Lingvistika a literární vědy (Linguistics and Literature","P406","Jan","Wiendl","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Hana","Voňková","předsedkyně","doc. RNDr. PhDr.","Ph.D. et Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Jiří","Lukavský","místopředseda","Mgr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Ondřej","Bezdíček","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Cyril","Brom","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Hana","Georgi","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Petr","Hlaďo","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Miroslav","Janura","Member","prof. RNDr.","Dr."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Dana","Kasperová","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Petr","Knecht","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Jan","Šiška","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Matúš","Šucha","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Roman","Švaříček","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Psychologie, pedagogika (Psychology, Pedagogy","P407","Kateřina","Zábrodská","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Radka","Druláková","předsedkyně","doc. Mgr. Ing.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Jan","Malíř","místopředseda","JUDr.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Veronika","Bílková","Member","doc. JUDr. PhDr.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Stanislav","Balík","Member","JUDr. PhDr.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Mats","Rickard","Member","doc.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Jakub","Handrlica","Member","prof. JUDr.","LL.M."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Roman","Chytilek","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Věra","Kalvodová","Member","prof. JUDr.","Dr."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Karel","Kouba","Member","doc. Mgr.","M.A."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Michal","Kubát","Member","prof. PhDr.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Pavel","Maškarinec","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Právní vědy, politologie (Juridical Science and Political Science","P408","Kateřina","Ronovská","Member","prof. JUDr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Alena","Volrábová","předsedkyně","PhDr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Martin","Flašar","místopředseda","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Ivan","Foletti","Member","prof.","M.A."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Kateřina","Horníčková","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Lada","Hubatová–Vacková","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Petra","Ježková","Member","Mgr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Lenka","Jungmannová","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Jan","Klípa","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Martin","Krummholz","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Luboš","Ptáček","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Matthew","Rampley","Member","prof.","B.A."
"Společenské a humanitní vědy","Vědy o umění (Art Sciences","P409","Hana","Vlhová-Wörner","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Andrea","Pokludová","předsedkyně","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Martin","Jemelka","místopředseda","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Roman","Doušek","Member","PhDr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Václav","Horčička","Member","prof. PhDr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Jiří","Hutečka","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Milena","Lenderová","Member","prof. PhDr.","CSc."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Denisa","Nečasová","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Miroslav","Novotný","Member","doc. PhDr.","CSc."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Martin","Pelc","Member","doc. Mgr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","MA","NA","Member","","MPhil Petr Roubal"
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Alice","Velková","Member","doc. PhDr.","Ph.D."
"Společenské a humanitní vědy","Moderní dějiny (od roku 1780) a etnologie (Modern History (since 1780) and Ethnology","P410","Jiří","Woitsch","Member","PhDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Kateřina","Bišová","předsedkyně","RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Petr","Smýkal","místopředseda","prof. Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Břetislav","Brzobohatý","Member","prof. RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Karel","Doležal","Member","Mgr. Dr.","DSc."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Jan","Hejátko","Member","doc. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","David","Honys","Member","prof. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Zdeněk","Kubát","Member","Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Roman","Matyášek","Member","RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Martin","Potocký","Member","Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika rostlin, rostlinolékařství (Plant Physiology and Genetics, Plant Medicine","P501","Petr","Tarkowski","Member","doc. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika živočichů, veterinární lékařství (Animal Physiology and Genetics, Veterinary Medicine","P502","Jaroslav","Petr","předseda","prof. Ing.","DrSc."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika živočichů, veterinární lékařství (Animal Physiology and Genetics, Veterinary Medicine","P502","Jiří","Plachý","místopředseda","Ing.","CSc."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika živočichů, veterinární lékařství (Animal Physiology and Genetics, Veterinary Medicine","P502","Martin","Anger","Member","doc. MVDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika živočichů, veterinární lékařství (Animal Physiology and Genetics, Veterinary Medicine","P502","Tomáš","Erban","Member","RNDr. Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika živočichů, veterinární lékařství (Animal Physiology and Genetics, Veterinary Medicine","P502","Dalibor","Kodrík","Member","prof. RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika živočichů, veterinární lékařství (Animal Physiology and Genetics, Veterinary Medicine","P502","Kateřina","Komrsková","Member","doc. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika živočichů, veterinární lékařství (Animal Physiology and Genetics, Veterinary Medicine","P502","Ivo","Pavlík","Member","prof. MVDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Fyziologie a genetika živočichů, veterinární lékařství (Animal Physiology and Genetics, Veterinary Medicine","P502","Barbora","Szotáková","Member","prof. Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Luděk","Bláha","předseda","prof. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Tomáš","Řezanka","místopředseda","RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Tomáš","Brányik","Member","prof. Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Jiří","Kopáček","Member","prof. Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Martin","Mihaljevič","Member","prof. RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Martin","Novák","Member","RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Pavel","Rössner","Member","RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Jan","Vondráček","Member","prof. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Potravinářství, ekotoxikologie a environmentální chemie (Food technology, Ecotoxicology and Environmental Chemistry","P503","Vladimír","Žlábek","Member","doc. Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Tereza","Zádorová","předsedkyně","doc. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Petr","Kohout","místopředseda","Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Jaroslava","Frouzová","Member","Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Radim","Hédl","Member","Mgr. MgA.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","David","Janík","Member","Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Zuzana","Münzbergová","Member","prof. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Karel","Prach","Member","prof. RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Pavel","Saska","Member","doc. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Alena","Ševců","Member","RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Péče o krajinu, lesnictví a půdní biologie, ekologie ekosystémů (Landscape Management, Forestry and Soil Biology, Ecosystem Ecology","P504","Ondřej","Uhlík","Member","prof. Ing. Bc.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Pavel","Kozák","předseda","prof. Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Otmar","Urban","místopředseda","doc. Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Tomáš","Albrecht","Member","prof. Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Martin","Čech","Member","doc. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Zdeňka","Lososová","Member","doc. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Jan","Pergl","Member","Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Petr","Pyšek","Member","prof. RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Jiří","Reif","Member","prof. Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Ekologie živočichů a rostlin (Animal and Plant Ecology","P505","Andrea","Vetešníková","Member","prof. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Petr","Ráb","předseda","prof. Ing.","DrSc."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Martin","Reichard","místopředseda","prof. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Ladislav","Bocák","Member","prof. Ing.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Petr","Bureš","Member","prof. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Zdeněk","Kaplan","Member","Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Miroslav","Kolařík","Member","Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","David","Kopecký","Member","doc. RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Vít","Latzel","Member","RNDr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Patrik","Mráz","Member","doc. Mgr.","Ph.D."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Tomáš","Scholz","Member","prof. RNDr.","CSc."
"Zemědělské a biologicko-environmentální vědy","Botanika a zoologie (Botany and Zoology","P506","Milena","Svobodová","Member","doc. Mgr.","Dr."
